Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,salary
3151,Jorge Garbajosa,206.0,111.0,,1977.0,Madrid,Spain,183155.0
3152,Rudy Gay,203.0,104.0,University of Connecticut,1986.0,Brooklyn,New York,88108.0
3153,Mickael Gelabale,201.0,97.0,,1983.0,Pointe Noire,Guadeloupe,152608.0
3154,Daniel Gibson,188.0,86.0,University of Texas at Austin,1986.0,Houston,Texas,248340.0
3155,Andreas Glyniadakis,216.0,127.0,,1981.0,Hania,Greece,47554.0
3156,Lynn Greer,188.0,79.0,Temple University,1979.0,Philadelphia,Pennsylvania,106093.0
3157,Mike Hall,203.0,104.0,George Washington University,1984.0,Chicago,Illinois,56497.0
3158,Walter Herrmann,206.0,102.0,,1979.0,Venado Tuerto,Argentina,198889.0
3159,Robert Hite,188.0,83.0,University of Miami,1984.0,Cincinnati,Ohio,99838.0
3160,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",1984.0,Pasadena,California,195917.0
3161,Mile Ilic,216.0,104.0,,1984.0,Tuzla,Bosnia and Herzegovina,206776.0
3162,Ersan Ilyasova,208.0,106.0,,1987.0,Eskisehir,Turkey,114788.0
3163,Alexander Johnson,206.0,108.0,Florida State University,1983.0,Albany,Georgia,157162.0
3164,Solomon Jones,208.0,104.0,University of South Florida,1984.0,Eustis,Florida,245179.0
3165,Tarence Kinsey,198.0,83.0,University of South Carolina,1984.0,Tampa,Florida,158210.0
3166,James Lang,208.0,129.0,,1983.0,Mobile,Alabama,223196.0
3167,Kyle Lowry,183.0,92.0,Villanova University,1986.0,Philadelphia,Pennsylvania,132168.0
3168,Renaldo Major,201.0,90.0,"California State University, Fresno",1982.0,Chicago,Illinois,17774.0
3169,Damir Markota,208.0,102.0,,1985.0,Sarajevo,Bosnia and Herzegovina,104181.0
3170,Chris McCray,196.0,87.0,University of Maryland,1984.0,Capitol Heights,Maryland,129210.0
3171,Ivan McFarlin,203.0,108.0,Oklahoma State University,1982.0,Missouri City,Texas,157602.0
3172,Pops Mensah-Bonsu,206.0,108.0,George Washington University,1983.0,London,United Kingdom,139139.0
3173,Paul Millsap,203.0,111.0,Louisiana Tech University,1985.0,Monroe,Louisiana,36535.0
3174,Randolph Morris,208.0,120.0,University of Kentucky,1986.0,Houston,Texas,108692.0
3175,Adam Morrison,203.0,92.0,Gonzaga University,1984.0,Glendive,Montana,150196.0
3176,David Noel,198.0,104.0,University of North Carolina,1984.0,Durham,North Carolina,17208.0
3177,Steve Novak,208.0,102.0,Marquette University,1983.0,Libertyville,Illinois,182278.0
3178,Patrick O'Bryant,213.0,117.0,Bradley University,1986.0,Oskaloosa,Iowa,154857.0
3179,Kevinn Pinkney,208.0,111.0,"University of Nevada, Reno",1983.0,Colton,California,21629.0
3180,Leon Powe,203.0,108.0,University of California,1984.0,Berkeley,California,80238.0
3181,Roger Powell,198.0,106.0,University of Illinois at Urbana-Champaign,1983.0,Joliet,Illinois,63818.0
3182,Chris Quinn,188.0,83.0,University of Notre Dame,1983.0,New Orleans,Louisiana,157245.0
3183,Allan Ray,188.0,86.0,Villanova University,1984.0,Bronx,New York,182301.0
3184,J.J. Redick,188.0,86.0,,1984.0,,,116565.0
3185,Jeremy Richardson,198.0,83.0,Delta State University,1984.0,Allentown,Pennsylvania,82830.0
3186,Sergio Rodriguez,190.0,79.0,,1986.0,Tenerife,Spain,114541.0
3187,Rajon Rondo,185.0,84.0,University of Kentucky,1986.0,Louisville,Kentucky,198040.0
3188,Brandon Roy,198.0,97.0,University of Washington,1984.0,Seattle,Washington,178798.0
3189,Thabo Sefolosha,201.0,99.0,,1984.0,Vevey,Switzerland,225852.0
3190,Mouhamed Sene,201.0,99.0,,1984.0,,,20940.0
3191,Cedric Simmons,206.0,106.0,North Carolina State University,1986.0,Shallotte,North Carolina,126630.0
3192,Uros Slokar,208.0,107.0,,1983.0,Ljubljana,Slovenia,231907.0
3193,Craig Smith,201.0,113.0,Boston College,1983.0,Inglewood,California,126335.0
3194,Steven Smith,201.0,90.0,Michigan State University,1969.0,Highland Park,Michigan,158541.0
3195,Vassilis Spanoulis,193.0,88.0,,1982.0,Larissa,Greece,108954.0
3196,Tyrus Thomas,206.0,97.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,171396.0
3197,P.J. Tucker,206.0,97.0,,1986.0,,,134497.0
3198,Marcus Vinicius,206.0,97.0,,1986.0,,,173386.0
3199,James White,206.0,131.0,Georgetown University,1976.0,St. Louis,Missouri,118091.0
3200,Justin Williams,208.0,102.0,University of Wyoming,1984.0,Chicago,Illinois,36227.0
3201,Marcus Williams,185.0,89.0,University of Alabama,1982.0,Jackson,Mississippi,243363.0
3202,Shawne Williams,185.0,91.0,University of North Carolina,1975.0,Bronx,New York,124690.0
3203,Shelden Williams,185.0,91.0,University of North Carolina,1975.0,Bronx,New York,214250.0
3204,Arron Afflalo,196.0,95.0,"University of California, Los Angeles",1985.0,Los Angeles,California,99576.0
3205,Blake Ahearn,188.0,86.0,Missouri State University,1984.0,St. Louis,Missouri,167038.0
3206,Lance Allred,211.0,113.0,Weber State University,1981.0,Salt Lake City,Utah,170764.0
3207,Morris Almond,198.0,102.0,Rice University,1985.0,Dalton,Georgia,184497.0
3208,Joel Anthony,206.0,111.0,"University of Nevada, Las Vegas",1982.0,Montreal,Canada,119567.0
3209,Marco Belinelli,196.0,95.0,,1986.0,Bologna,Italy,248248.0
3210,Corey Brewer,206.0,84.0,University of Florida,1986.0,Portland,Tennessee,229966.0
3211,Aaron Brooks,183.0,73.0,University of Oregon,1985.0,Seattle,Washington,158770.0
3212,Wilson Chandler,203.0,102.0,DePaul University,1987.0,Benton Harbor,Michigan,26200.0
3213,Mike Conley,185.0,79.0,Ohio State University,1987.0,Fayetteville,Arkansas,134047.0
3214,Daequan Cook,190.0,83.0,University of Portland,1958.0,Los Angeles,California,42713.0
3215,Javaris Crittenton,196.0,90.0,Georgia Institute of Technology,1987.0,Atlanta,Georgia,202398.0
3216,Jermareo Davidson,208.0,104.0,University of Alabama,1984.0,Atlanta,Georgia,84870.0
3217,Glen Davis,206.0,131.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,102079.0
3218,Guillermo Diaz,188.0,87.0,University of Miami,1985.0,San Juan,Puerto Rico,95846.0
3219,Jared Dudley,201.0,102.0,Boston College,1985.0,San Diego,California,205579.0
3220,Kevin Durant,206.0,108.0,University of Texas at Austin,1988.0,Washington,District of Columbia,81790.0
3221,Nick Fazekas,211.0,106.0,"University of Nevada, Reno",1985.0,Denver,Colorado,188574.0
3222,Kyrylo Fesenko,216.0,130.0,,1986.0,Dnepropetrovsk,Ukraine,236402.0
3223,Thomas Gardner,196.0,102.0,University of Missouri,1985.0,Portland,Oregon,210801.0
3224,Marcin Gortat,211.0,108.0,,1984.0,Lodz,Poland,86866.0
3225,Aaron Gray,213.0,122.0,University of Pittsburgh,1984.0,Tarzana,California,79030.0
3226,Jeff Green,196.0,88.0,University of Maryland,1941.0,,,90072.0
3227,Taurean Green,183.0,80.0,University of Florida,1986.0,Fort Lauderdale,Florida,80187.0
3228,Mike Harris,198.0,108.0,Rice University,1983.0,Hillsboro,Texas,75772.0
3229,Spencer Hawes,216.0,111.0,University of Washington,1988.0,Seattle,Washington,31440.0
3230,Al Horford,208.0,111.0,University of Florida,1986.0,Puerto Plata,Dominican Republic,94014.0
3231,Yi Jianlian,213.0,108.0,,1987.0,He Shan,China,197082.0
3232,Coby Karl,196.0,97.0,Boise State University,1983.0,Great Falls,Montana,90267.0
3233,Carl Landry,206.0,112.0,Purdue University,1983.0,Milwaukee,Wisconsin,48842.0
3234,Keith Langford,193.0,97.0,University of Kansas,1983.0,Fort Worth,Texas,47066.0
3235,Stephane Lasme,203.0,97.0,University of Massachusetts Amherst,1982.0,Port-Gentil,Gabon,116338.0
3236,Acie Law,190.0,88.0,Texas A&M University,1985.0,Dallas,Texas,166743.0
3237,Ian Mahinmi,211.0,113.0,,1986.0,Rouen,France,113402.0
3238,Dominic McGuire,206.0,99.0,"California State University, Fresno",1985.0,San Diego,California,196370.0
3239,Josh McRoberts,208.0,108.0,Duke University,1987.0,Indianapolis,Indiana,57380.0
3240,Jamario Moon,203.0,92.0,Meridian Community College,1980.0,Goodwater,Alabama,35159.0
3241,Juan Carlos,203.0,92.0,,1980.0,,,88601.0
3242,Demetris Nichols,203.0,97.0,Syracuse University,1984.0,Boston,Massachusetts,175371.0
3243,Joakim Noah,211.0,104.0,University of Florida,1985.0,New York,New York,184088.0
3244,Oleksiy Pecherov,213.0,105.0,,1985.0,Donetsk,Ukraine,214642.0
3245,Kosta Perovic,218.0,108.0,,1985.0,Osijek,Croatia,18506.0
3246,Kasib Powell,201.0,97.0,Texas Tech University,1981.0,Teaneck,New Jersey,70879.0
3247,Gabe Pruitt,193.0,77.0,University of Southern California,1986.0,Los Angeles,California,148493.0
3248,Chris Richard,206.0,122.0,University of Florida,1984.0,Lakeland,Florida,134319.0
3249,Cheikh Samb,216.0,111.0,,1984.0,Senegal,,52622.0
3250,Luis Scola,206.0,108.0,,1980.0,Buenos Aires,Argentina,168220.0
3251,Ramon Sessions,190.0,86.0,"University of Nevada, Reno",1986.0,Myrtle Beach,South Carolina,123990.0
3252,Courtney Sims,208.0,111.0,University of Michigan,1983.0,Roslindale,Massachusetts,137282.0
3253,Jason Smith,211.0,113.0,Louisiana State University,1977.0,Atlanta,Georgia,50555.0
3254,D.J. Strawberry,211.0,113.0,,1977.0,,,147295.0
3255,Rodney Stuckey,196.0,95.0,Eastern Washington University,1986.0,Seattle,Washington,123800.0
3256,Al Thornton,203.0,99.0,Florida State University,1983.0,Perry,Georgia,135690.0
3257,Alando Tucker,203.0,86.0,Oklahoma Baptist University,1943.0,Dayton,Ohio,43354.0
3258,Darius Washington,188.0,88.0,University of Memphis,1985.0,Winter Park,Florida,134804.0
3259,Darryl Watkins,211.0,117.0,Syracuse University,1984.0,Paterson,New Jersey,16228.0
3260,C.J. Watson,211.0,117.0,,1984.0,,,72567.0
3261,Mario West,208.0,104.0,Old Dominion University,1960.0,Petersburg,Virginia,219832.0
3262,Sean Williams,208.0,106.0,Boston College,1986.0,Houston,Texas,15585.0
3263,Brandan Wright,211.0,102.0,"University of California, Los Angeles",1962.0,Hollywood,California,153252.0
3264,Julian Wright,203.0,102.0,University of Kansas,1987.0,Chicago,Illinois,240230.0
3265,Nick Young,201.0,95.0,University of Southern California,1985.0,Los Angeles,California,173946.0
3266,Thaddeus Young,203.0,100.0,Georgia Institute of Technology,1988.0,New Orleans,Louisiana,23381.0
3267,Alexis Ajinca,218.0,112.0,,1988.0,Saint-Etienne,France,94309.0
3268,Joe Alexander,203.0,104.0,West Virginia University,1986.0,Kaohsiung,Taiwan,31106.0
3269,Ryan Anderson,208.0,108.0,University of California,1988.0,Sacramento,California,110925.0
3270,Darrell Arthur,206.0,106.0,University of Kansas,1988.0,Dallas,Texas,96982.0
3271,D.J. Augustin,206.0,106.0,,1988.0,,,103212.0
3272,Nicolas Batum,203.0,90.0,,1988.0,Lisieux,France,94290.0
3273,Jerryd Bayless,190.0,90.0,University of Arizona,1988.0,Phoenix,Arizona,208957.0
3274,Michael Beasley,206.0,106.0,Kansas State University,1989.0,Frederick,Maryland,17959.0
3275,Bobby Brown,193.0,92.0,Miami University,1923.0,Versailles,Ohio,244422.0
3276,Mario Chalmers,188.0,86.0,University of Kansas,1986.0,Anchorage,Alaska,69111.0
3277,Joe Crawford,196.0,95.0,University of Kentucky,1986.0,Detroit,Michigan,189169.0
3278,Joey Dorsey,203.0,121.0,University of Memphis,1983.0,Baltimore,Maryland,96473.0
3279,Chris Douglas-Roberts,201.0,90.0,University of Memphis,1987.0,Detroit,Michigan,154073.0
3280,Goran Dragic,190.0,86.0,,1986.0,Ljubljana,Slovenia,82790.0
3281,Rudy Fernandez,198.0,83.0,,1985.0,Palma de Mallorca,Spain,59733.0
3282,Danilo Gallinari,208.0,102.0,,1988.0,Sant'Angelo Lodigiano,Italy,105362.0
3283,Marc Gasol,216.0,115.0,,1985.0,Barcelona,Spain,171617.0
3284,J.R. Giddens,216.0,115.0,,1985.0,,,26907.0
3285,Eric Gordon,193.0,97.0,Indiana University,1988.0,Indianapolis,Indiana,210399.0
3286,Donte Greene,211.0,102.0,Syracuse University,1988.0,Munich,Germany,183054.0
3287,Hamed Haddadi,218.0,115.0,,1985.0,Ahvaz,Islamic Republic of Iran,210490.0
3288,Malik Hairston,198.0,99.0,University of Oregon,1987.0,Detroit,Michigan,92915.0
3289,Roy Hibbert,218.0,122.0,Georgetown University,1986.0,Queens,New York,48609.0
3290,J.J. Hickson,218.0,122.0,,1986.0,,,52154.0
3291,George Hill,190.0,85.0,Indiana University-Purdue University Indianapolis,1986.0,Indianapolis,Indiana,102592.0
3292,Steven Hill,213.0,112.0,University of Arkansas,1985.0,Chanute,Kansas,20465.0
3293,Othello Hunter,203.0,102.0,Ohio State University,1986.0,Winston-Salem,North Carolina,134297.0
3294,Darnell Jackson,206.0,114.0,University of Kansas,1985.0,Oklahoma City,Oklahoma,113794.0
3295,Nathan Jawai,208.0,127.0,Midland College,1986.0,Sydney,Australia,31784.0
3296,Dontell Jefferson,196.0,88.0,University of Arkansas,1983.0,Lithonia,Georgia,128472.0
3297,Trey Johnson,196.0,98.0,Jackson State University,1984.0,Jackson,Mississippi,204387.0
3298,DeAndre Jordan,211.0,120.0,Texas A&M University,1988.0,Houston,Texas,53008.0
3299,Kosta Koufos,213.0,120.0,Ohio State University,1989.0,Canton,Ohio,134687.0
3300,Rob Kurz,206.0,105.0,University of Notre Dame,1985.0,Philadelphia,Pennsylvania,41164.0
3301,Courtney Lee,196.0,90.0,Western Kentucky University,1985.0,Indianapolis,Indiana,216421.0
3302,Brook Lopez,213.0,124.0,Stanford University,1988.0,North Hollywood,California,197959.0
3303,Robin Lopez,213.0,115.0,Stanford University,1988.0,North Hollywood,California,172098.0
3304,Kevin Love,208.0,113.0,"University of California, Los Angeles",1988.0,Santa Monica,California,158804.0
3305,Cartier Martin,201.0,99.0,Kansas State University,1984.0,Crockett,Texas,182276.0
3306,O.J. Mayo,201.0,99.0,,1984.0,,,194432.0
3307,Luc Mbah,201.0,99.0,,1984.0,,,173430.0
3308,JaVale McGee,213.0,122.0,"University of Nevada, Reno",1988.0,Flint,Michigan,180575.0
3309,Anthony Morrow,196.0,95.0,Georgia Institute of Technology,1985.0,Charlotte,North Carolina,133503.0
3310,DeMarcus Nelson,193.0,90.0,Duke University,1985.0,Oakland,California,69506.0
3311,Greg Oden,213.0,113.0,Ohio State University,1988.0,Buffalo,New York,146368.0
3312,Anthony Randolph,208.0,92.0,Louisiana State University,1989.0,Worzbach,Germany,204291.0
3313,Derrick Rose,190.0,86.0,University of Memphis,1988.0,Chicago,Illinois,221540.0
3314,Brandon Rush,198.0,99.0,University of Kansas,1985.0,Kansas City,Missouri,175141.0
3315,Walter Sharpe,206.0,111.0,University of Alabama at Birmingham,1986.0,Huntsville,Alabama,57284.0
3316,Sean Singletary,183.0,83.0,University of Virginia,1985.0,Philadelphia,Pennsylvania,132782.0
3317,Marreese Speights,208.0,115.0,University of Florida,1987.0,St. Petersburg,Florida,18288.0
3318,Mike Taylor,188.0,74.0,Iowa State University,1986.0,Chicago,Illinois,125158.0
3319,Jason Thompson,185.0,83.0,University of South Carolina,1946.0,New York,New York,160494.0
3320,Anthony Tolliver,203.0,108.0,Creighton University,1985.0,Springfield,Missouri,105918.0
3321,Roko Ukic,196.0,83.0,,1984.0,Split,Croatia,74839.0
3322,Henry Walker,196.0,83.0,,1984.0,,,109177.0
3323,Kyle Weaver,198.0,91.0,Washington State University,1986.0,Janesville,Wisconsin,50121.0
3324,Sonny Weems,198.0,92.0,University of Arkansas,1986.0,West Memphis,Arkansas,135599.0
3325,Russell Westbrook,190.0,90.0,"University of California, Los Angeles",1988.0,Long Beach,California,73829.0
3326,D.J. White,190.0,90.0,,1988.0,,,74035.0
3327,Jawad Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina,192484.0
3328,Sun Yue,206.0,92.0,,1985.0,Hebei,China,169840.0
3329,David Andersen,208.0,104.0,Augsburg College,1943.0,Minneapolis,Minnesota,158621.0
3330,Antonio Anderson,188.0,83.0,Canisius College,1945.0,Buffalo,New York,41349.0
3331,Jeff Ayres,188.0,83.0,,1945.0,,,205093.0
3332,Rodrigue Beaubois,183.0,77.0,,1988.0,Pointe-a-Pitre,Guadeloupe,72955.0
3333,DeJuan Blair,201.0,122.0,University of Pittsburgh,1989.0,Pittsburgh,Pennsylvania,28181.0
3334,Jon Brockman,201.0,115.0,University of Washington,1987.0,Snohomish,Washington,242304.0
3335,Derrick Brown,185.0,72.0,Jacksonville University,1968.0,Jacksonville,Florida,81491.0
3336,Chase Budinger,201.0,94.0,University of Arizona,1988.0,Encinitas,California,17952.0
3337,DeMarre Carroll,203.0,97.0,University of Missouri,1986.0,Birmingham,Alabama,92203.0
3338,Omri Casspi,206.0,102.0,,1988.0,Holon,Israel,167364.0
3339,Earl Clark,208.0,102.0,University of Louisville,1988.0,Plainfield,New Jersey,123628.0
3340,Darren Collison,183.0,79.0,"University of California, Los Angeles",1987.0,Rancho Cucamonga,California,225759.0
3341,Dante Cunningham,203.0,104.0,Villanova University,1987.0,Clinton,Maryland,31019.0
3342,JamesOn Curry,190.0,86.0,Oklahoma State University,1986.0,Pleasant Grove,North Carolina,218857.0
3343,Stephen Curry,190.0,86.0,Davidson College,1988.0,Akron,Ohio,230774.0
3344,Austin Daye,211.0,99.0,Gonzaga University,1988.0,Irvine,California,141826.0
3345,DeMar DeRozan,201.0,100.0,University of Southern California,1989.0,Compton,California,124573.0
3346,Toney Douglas,188.0,88.0,Florida State University,1986.0,Jonesboro,Georgia,77690.0
3347,Wayne Ellington,193.0,90.0,University of North Carolina,1987.0,Wynnewood,Pennsylvania,79083.0
3348,Tyreke Evans,198.0,99.0,University of Memphis,1989.0,Chester,Pennsylvania,157306.0
3349,Jonny Flynn,183.0,83.0,Syracuse University,1989.0,Niagara Falls,New York,193855.0
3350,Sundiata Gaines,185.0,83.0,University of Georgia,1986.0,Jamaica,New York,58805.0
3351,Alonzo Gee,198.0,102.0,University of Alabama,1987.0,Riviera Beach,Florida,125018.0
3352,Taj Gibson,206.0,102.0,University of Southern California,1985.0,Brooklyn,New York,24352.0
3353,Trey Gilder,206.0,83.0,Northwestern State University,1985.0,Dallas,Texas,52438.0
3354,Danny Green,206.0,100.0,"University of California, Los Angeles",1957.0,Lynwood,California,89243.0
3355,Taylor Griffin,201.0,107.0,University of Oklahoma,1986.0,Oklahoma City,Oklahoma,211779.0
3356,Tyler Hansbrough,206.0,113.0,University of North Carolina,1985.0,Poplar Bluff,Missouri,146981.0
3357,James Harden,196.0,99.0,Arizona State University,1989.0,Los Angeles,California,126652.0
3358,Jordan Hill,208.0,106.0,University of Arizona,1987.0,Atlanta,Georgia,180371.0
3359,Jrue Holiday,193.0,92.0,"University of California, Los Angeles",1990.0,Chatsworth,California,119112.0
3360,Lester Hudson,190.0,86.0,University of Tennessee at Martin,1984.0,Memphis,Tennessee,120564.0
3361,Chris Hunter,211.0,108.0,University of Michigan,1984.0,Gary,Indiana,149273.0
3362,Serge Ibaka,208.0,106.0,,1989.0,Brazzaville,Republic of the Congo,137338.0
3363,Cedric Jackson,190.0,86.0,Cleveland State University,1986.0,Alamogordo,New Mexico,163699.0
3364,Othyus Jeffers,196.0,90.0,Robert Morris University (IL),1985.0,Chicago,Illinois,59791.0
3365,Brandon Jennings,185.0,77.0,,1989.0,Compton,California,70353.0
3366,Jonas Jerebko,208.0,104.0,,1987.0,Kinna,Sweden,131853.0
3367,James Johnson,206.0,113.0,Wake Forest University,1987.0,Cheyenne,Wyoming,117234.0
3368,Oliver Lafayette,188.0,86.0,University of Houston,1984.0,Baton Rouge,Louisiana,171321.0
3369,Marcus Landry,201.0,104.0,University of Wisconsin,1985.0,Milwaukee,Wisconsin,227952.0
3370,Ty Lawson,180.0,88.0,University of North Carolina,1987.0,Clinton,Maryland,156921.0
3371,Wesley Matthews,185.0,77.0,University of Wisconsin,1959.0,Sarasota,Florida,187718.0
3372,Eric Maynor,190.0,79.0,Virginia Commonwealth University,1987.0,Raeford,North Carolina,107437.0
3373,Jodie Meeks,193.0,95.0,University of Kentucky,1987.0,Norcross,Georgia,65982.0
3374,Patty Mills,203.0,111.0,Louisiana Tech University,1985.0,Monroe,Louisiana,20077.0
3375,Byron Mullens,213.0,124.0,Ohio State University,1989.0,Canal Winchester,Ohio,72364.0
3376,A.J. Price,213.0,124.0,,1989.0,,,142369.0
3377,DaJuan Summers,203.0,104.0,Georgetown University,1988.0,Baltimore,Maryland,23872.0
3378,Jermaine Taylor,193.0,79.0,Texas Tech University,1960.0,Blytheville,Arkansas,110772.0
3379,Jeff Teague,188.0,84.0,Wake Forest University,1988.0,Indianapolis,Indiana,86461.0
3380,Garrett Temple,198.0,88.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,117748.0
3381,Hasheem Thabeet,221.0,119.0,University of Connecticut,1987.0,Dar es Salaam,United Republic of Tanzania,183334.0
3382,Marcus Thornton,193.0,92.0,Louisiana State University,1987.0,Baton Rouge,Louisiana,117805.0
3383,Terrence Williams,198.0,99.0,University of Louisville,1987.0,Seattle,Washington,222381.0
3384,Sam Young,198.0,99.0,University of Pittsburgh,1985.0,Washington,District of Columbia,156205.0
